Vegetable,Nitrogen (N),Phosphorus (P),Potassium (K),Rainfall (mm),pH,Temperature,Humidity
Broccoli,197,120,183,210.325091,5.944488,20.241503,62.42386
Peas,143,113,129,193.821221,5.971592,17.101515,68.825654
Spinach,147,135,173,204.20574,6.110251,15.343836,63.119345
Peas,144,120,121,199.305628,6.598526,16.259354,69.490287
Cauliflower,190,132,175,206.921255,5.81208,18.546678,69.094219
Lettuce,178,117,174,213.499872,6.239033,18.589165,60.224029
Zucchini,173,142,169,234.075026,6.936145,20.989487,67.881266
Beans,150,119,132,203.668796,6.769872,22.908948,67.948577
Bell peppers,137,113,168,188.2145,6.219684,25.759499,66.978278
Cabbage,211,167,209,192.003747,6.705478,15.511713,77.711508
Tomatoes,168,151,186,238.87087,5.856684,20.773972,68.563811
Cucumbers,165,136,149,205.361034,5.65175,21.33683,62.466178
Broccoli,199,126,197,215.902279,5.976659,20.853743,62.489611
Kale,154,106,140,215.040527,6.367183,18.249618,63.85933
Zucchini,162,137,163,230.491704,6.301216,22.942166,65.739237
Eggplant,152,112,146,201.928855,7.049396,21.433773,63.895923
Bok choy,153,125,155,181.448308,5.978928,22.46923,62.947376
Beans,142,117,144,211.805901,6.644642,21.024204,66.08486
Peas,131,112,136,187.948928,5.796114,19.329138,61.004584
Tomatoes,170,148,180,231.447132,6.772572,22.507278,63.496464
Zucchini,176,138,164,235.594612,6.154498,20.56017,68.03258
Spinach,159,133,177,203.744167,6.115686,18.348863,62.261538
Celery,136,100,136,173.776026,6.49746,15.037321,77.594583
Radishes,110,84,104,164.822734,6.412572,20.998042,64.684995
Carrots,138,106,111,184.330946,6.404273,18.330074,71.172492
Bok choy,170,131,145,175.045767,5.852228,20.869283,67.289102
Chinese cabbage,178,137,171,195.09199,6.504767,20.127949,67.349088
Peas,130,111,123,185.244415,5.799217,17.144045,63.76472
Carrots,135,90,112,188.743717,7.378846,17.908587,76.301336
Eggplant,143,129,137,211.218054,6.383269,23.391795,65.049874
Cauliflower,185,137,177,198.180156,5.65773,18.137976,62.87197
Chinese cabbage,173,141,174,203.438164,6.287856,23.854812,62.239468
Radishes,112,97,104,158.649111,6.125152,23.767575,66.975969
Bell peppers,150,110,164,194.557016,6.196573,25.76237,60.644159
Broccoli,195,139,185,205.248308,6.79433,19.594781,67.938286
Eggplant,151,118,150,217.940404,6.278895,21.286895,66.83016
Cucumbers,160,126,149,213.714575,5.571521,22.582765,61.45831
Tomatoes,172,153,193,226.775883,6.550331,21.692869,67.15048
Broccoli,192,140,181,219.255277,6.379231,21.860936,68.512727
Celery,138,100,144,170.279008,7.178534,15.042694,78.708052
Broccoli,189,130,191,210.69347,6.479247,18.058317,61.720594
Beans,143,128,130,212.548737,7.302875,18.987571,63.450979
Brussels sprouts,199,163,192,213.099563,5.739123,18.758636,65.828893
Eggplant,148,118,137,201.613925,6.642808,22.93407,69.66176
Beans,146,114,138,204.248094,7.197319,18.796282,65.32113
Zucchini,173,131,166,224.705707,6.003466,21.2907,69.44574
Radishes,116,98,119,151.17092,6.783237,23.896668,68.422323
Lettuce,170,112,161,206.546233,6.907472,22.178654,69.599904
Mustard greens,144,92,136,190.986434,6.280218,23.917511,63.493891
Radishes,122,91,120,165.047375,6.333596,22.031739,65.513415
Cauliflower,177,149,171,191.290815,6.357282,23.58872,66.51036
Carrots,121,101,113,177.931878,7.067019,15.379596,75.992218
Zucchini,165,148,160,237.868142,5.645131,20.906551,66.598334
Eggplant,141,116,141,209.985083,6.139539,22.093934,61.560256
Eggplant,159,110,150,206.216284,6.742945,21.74214,60.472306
Radishes,130,83,102,169.669957,6.274547,23.768396,65.419795
Mustard greens,133,106,123,194.542319,5.546668,22.441117,64.400415
Bok choy,157,123,150,187.029231,6.326121,22.189328,61.484474
Tomatoes,179,144,182,235.829971,6.767878,23.232415,66.414937
Zucchini,180,140,154,224.337655,6.222287,25.16875,68.159957
Peas,139,100,124,195.00714,5.580166,17.761382,60.916904
Eggplant,141,111,140,202.408233,6.519918,22.165286,66.478347
Bok choy,165,136,144,176.053569,5.999253,21.862422,64.606343
Bell peppers,139,115,167,196.526862,6.660413,20.313661,68.498327
Broccoli,182,140,188,219.088087,5.636238,22.523719,60.666004
Mustard greens,149,103,120,190.466321,5.508745,19.135524,62.991836
Zucchini,180,148,151,223.974455,5.77323,20.254966,62.95373
Chinese cabbage,170,131,176,201.069268,6.120398,23.122468,66.811722
Cucumbers,170,135,152,218.18806,5.541605,20.560898,69.18451
Spinach,147,121,163,197.418276,5.729822,19.049398,67.265946
Carrots,128,107,106,173.134743,7.09966,19.869194,70.314595
Peas,135,108,130,182.388141,5.511786,16.951894,65.653561
Carrots,140,91,113,178.296683,6.013223,19.383412,74.910999
Zucchini,175,149,156,222.763623,6.974503,24.045419,66.452208
Cabbage,219,168,210,185.794348,6.898389,19.058849,71.938738
Bok choy,157,122,143,184.867877,5.831219,18.840275,61.106981
Beans,160,123,137,215.332678,6.712668,20.348897,69.964829
Bok choy,161,120,142,183.745917,5.651908,18.999943,69.303017
Mustard greens,141,94,132,187.002863,6.826423,21.009631,65.528716
Kale,145,102,140,209.720404,6.091386,19.696594,63.745402
Cauliflower,172,149,164,201.728595,6.130889,23.147399,68.153346
Carrots,129,96,110,184.107451,6.979952,16.403541,73.088113
Chinese cabbage,181,132,163,201.212267,6.533239,21.251303,68.726737
Tomatoes,168,154,195,225.544185,6.597384,24.472515,66.871513
Cauliflower,183,135,170,198.940524,5.87353,21.097071,67.362054
Tomatoes,168,151,187,230.301824,5.924936,25.610965,63.136494
Beans,160,130,132,213.595814,6.95133,18.422399,69.851732
Brussels sprouts,197,170,191,218.718843,6.321608,17.584015,63.913941
Beans,141,116,148,219.139184,6.550138,23.907965,63.24014
Carrots,124,90,112,189.749959,6.761437,17.035287,77.321258
Cucumbers,157,133,143,208.325214,6.718789,23.404453,69.809403
Brussels sprouts,183,150,196,215.696478,6.751639,15.693296,62.168045
Cabbage,210,163,205,199.601675,6.111366,17.275814,74.851929
Cabbage,214,162,218,198.654709,7.361321,17.146708,78.723953
Peas,141,116,131,191.536681,5.709982,17.031051,65.616958
Cabbage,220,151,203,185.099647,6.877574,16.482546,72.515857
Broccoli,200,124,182,208.835077,5.562144,18.601707,69.442297
Bok choy,167,126,150,182.381484,6.184835,23.937541,65.865774
Brussels sprouts,189,150,183,220.34815,5.566495,15.54502,68.366659
Celery,128,119,142,172.388839,7.400918,18.973695,79.750483
Bok choy,165,127,159,181.652557,6.944102,21.41636,60.291168
Peas,131,107,125,199.427427,6.309338,19.4709,62.756847
Peas,147,103,121,188.580596,6.637849,16.067138,69.099501
Beans,153,119,146,213.100184,7.060708,23.185862,68.046128
Beans,146,114,132,207.526314,6.56078,18.133679,64.545657
Tomatoes,165,158,190,232.684349,6.567383,25.3131,68.149081
Mustard greens,144,90,124,182.293734,5.640992,21.100381,60.424115
Cabbage,206,155,203,190.827878,6.895977,15.982635,75.146323
Beans,149,123,131,203.953829,7.084903,20.444849,69.181595
Carrots,123,96,118,186.404472,6.402341,18.659771,74.604967
Radishes,125,81,109,156.100268,6.094335,21.705245,65.099646
Celery,131,118,148,172.483926,6.381664,19.551938,70.475153
Kale,146,116,139,216.889541,6.926818,18.631339,61.74488
Cabbage,205,155,201,186.486138,7.143034,19.448629,77.726821
Beans,140,113,149,212.504494,6.741229,23.69437,69.922257
Tomatoes,172,150,180,234.049731,6.013652,25.326124,68.268813
Bok choy,150,128,141,184.220458,6.657515,23.94042,64.701361
Mustard greens,132,90,129,196.982985,6.578941,20.295543,69.602269
Cabbage,202,152,218,181.46931,6.149144,19.859468,79.344907
Cabbage,209,156,207,194.455955,6.503035,18.826324,71.537801
Mustard greens,141,91,140,193.454206,5.713234,21.052129,68.846422
Cucumbers,160,138,145,206.673009,5.514392,20.039637,66.057981
Cucumbers,160,124,142,206.501626,6.975289,25.776852,62.976419
Bell peppers,141,110,152,189.425551,6.079492,21.191235,66.461942
Lettuce,162,105,168,203.521228,5.880062,20.425604,61.750041
Chinese cabbage,181,135,173,198.627909,5.854527,23.933614,62.149615
Carrots,125,109,103,172.924136,6.000005,16.758635,79.473725
Brussels sprouts,199,151,200,214.972399,6.892383,19.504262,62.937081
Bok choy,167,140,140,186.679289,6.422339,19.637186,69.032675
Tomatoes,180,155,181,222.631986,6.982236,20.424813,67.574609
Kale,159,113,149,210.560355,6.651997,16.379022,69.341467
Brussels sprouts,199,167,181,213.036219,6.535299,16.46444,66.418169
Beans,140,120,150,201.789247,7.044538,19.258552,66.732338
Carrots,121,102,117,175.016168,6.616105,18.217714,73.764378
Tomatoes,177,143,188,233.483709,6.053132,20.221577,63.816418
Lettuce,167,107,168,211.412407,6.397992,23.477088,61.125175
Mustard greens,142,106,139,198.256162,6.625764,18.871723,64.491447
Spinach,143,134,160,195.166436,5.826717,18.062968,64.071304
Zucchini,162,144,157,232.486135,6.815827,22.022738,66.598348
Chinese cabbage,184,145,164,209.247213,5.994828,23.775376,68.32432
Peas,133,105,124,188.765789,6.01657,17.990223,68.349594
Bok choy,153,134,154,189.4244,6.207178,19.287459,63.710888
Chinese cabbage,170,134,177,190.752395,6.084427,20.350799,67.857188
Tomatoes,172,150,193,223.004498,6.578627,23.048713,69.794584
Chinese cabbage,177,147,179,192.318766,6.547335,19.019848,61.943986
Bok choy,165,126,158,186.09536,6.817375,21.884447,65.406644
Eggplant,143,126,131,210.056088,6.800144,20.415538,61.665128
Eggplant,143,117,132,200.264785,6.329717,25.163671,66.310631
Beans,160,119,150,204.696411,6.173262,20.578191,60.47632
Bell peppers,139,115,159,186.067632,6.524321,21.414142,63.622367
Radishes,116,81,104,161.665719,6.230904,21.123001,66.975158
Spinach,142,137,170,195.715785,6.594136,16.022893,64.324699
Cauliflower,179,144,165,203.442221,6.56805,18.169871,62.705041
Mustard greens,133,102,124,181.265856,5.882243,19.241717,60.622913
Carrots,130,106,110,188.142851,6.203916,15.907094,73.413779
Beans,159,115,149,219.476583,6.030578,20.881263,60.976447
Kale,157,109,141,204.443245,6.830824,19.591256,61.753717
Cabbage,203,162,211,180.830088,6.524861,19.115434,75.269608
Peas,141,106,125,187.687432,5.773203,17.068404,66.080848
Zucchini,177,141,154,234.848943,6.15094,23.600648,67.022614
Bell peppers,148,115,165,193.554512,6.819302,24.340263,62.319312
Beans,147,122,148,209.930144,6.401248,23.197972,67.663339
Bell peppers,131,109,159,192.386724,6.331549,22.273203,61.856383
Brussels sprouts,196,169,193,224.048045,6.873514,18.693378,60.772184
Celery,139,119,133,178.84106,7.363905,16.558285,78.101985
Bell peppers,137,107,167,198.49129,6.46981,23.221504,67.170003
Chinese cabbage,188,131,162,198.493602,5.848295,22.849306,60.06997
Tomatoes,178,152,190,230.989234,6.138207,24.102426,67.189846
Chinese cabbage,173,141,178,200.491123,5.923947,19.279062,66.02361
Cabbage,218,165,207,199.385331,7.350424,16.008674,75.019819
Bell peppers,130,108,170,196.401635,5.574475,25.238399,69.778991
Cauliflower,177,146,180,203.528831,6.839223,18.506018,65.091125
Cauliflower,178,150,177,193.290366,5.628858,22.361507,62.479031
Mustard greens,132,99,132,190.289251,6.848082,21.786543,63.335257
Broccoli,183,126,192,203.767718,6.417398,18.707627,66.448469
Zucchini,166,131,167,221.450004,5.783873,25.392955,63.330285
Cauliflower,178,143,175,193.569016,6.997567,21.90241,65.031614
Kale,158,100,135,218.260233,6.695867,18.012242,60.262553
Bok choy,163,130,155,172.955728,6.067513,22.102892,62.895613
Spinach,147,128,163,203.393165,6.190994,15.888492,65.048637
Brussels sprouts,193,154,189,226.910053,5.954734,15.218126,64.128468
Eggplant,154,127,137,202.622748,7.204648,24.126315,66.206801
Peas,138,106,135,191.496799,6.541507,15.406204,67.112942
Spinach,143,129,173,205.566393,6.119651,18.480177,65.939196
Eggplant,153,127,132,200.169805,6.473912,20.648981,66.357989
Carrots,136,98,109,186.390727,6.853517,17.776075,73.147369
Peas,136,112,136,187.775916,5.675755,15.034471,65.520481
Bell peppers,150,113,159,193.327299,6.45585,23.139342,64.57415
Tomatoes,172,143,198,221.264588,5.776404,24.209572,67.058349
Lettuce,170,109,174,206.885808,6.724201,20.129634,67.28212
Spinach,144,130,171,195.384591,6.594158,17.415744,69.395401
Bok choy,151,123,145,184.962791,6.588461,18.549284,68.29673
Broccoli,189,132,194,208.641419,6.708482,18.834226,67.022096
Eggplant,149,114,148,209.500057,7.17155,20.345901,62.256578
Cabbage,200,158,217,198.361673,6.65227,15.07281,76.695884
Kale,153,112,147,214.900289,6.379111,18.27841,66.534398
Broccoli,199,125,186,219.474325,6.816126,21.28787,60.984885
Beans,156,126,130,210.360085,6.963187,19.307816,60.702082
Eggplant,160,121,140,212.050824,7.258958,24.817851,68.893359
Celery,133,112,150,160.893812,6.101829,19.24686,75.377111
Kale,143,105,142,207.02163,5.765124,15.229332,63.620394
Celery,121,120,134,177.94193,7.200993,19.388621,73.158417
Brussels sprouts,190,166,191,214.826832,6.646356,18.890468,62.141766
Zucchini,180,146,150,229.730366,6.191042,23.36839,66.655127
Broccoli,193,138,182,200.162518,5.906764,20.884916,61.26918
Celery,130,112,135,164.032413,6.835937,16.531818,72.059274
Chinese cabbage,185,132,160,199.14964,6.316089,18.542566,65.514875
Zucchini,167,133,153,224.687645,6.440913,25.850165,65.603601
Peas,136,102,135,193.084563,6.820569,16.651865,64.712591
Beans,149,127,143,215.779485,7.410501,18.971826,68.532159
Peas,133,120,130,193.496447,6.222054,15.755512,65.182872
Cucumbers,159,123,152,207.823603,6.917757,25.202999,68.99036
Brussels sprouts,199,150,186,226.023205,5.740113,17.879158,66.944996
Spinach,143,122,166,191.553688,6.781344,19.56591,69.886395
Zucchini,177,140,165,238.772788,6.039726,20.495399,63.00301
Celery,126,100,139,160.152967,7.37874,19.691237,79.014629
Peas,149,102,124,188.015853,5.909071,17.454336,64.967835
Peas,146,108,136,193.352507,6.458746,16.221936,60.083287
Lettuce,176,107,152,204.957485,6.731466,19.846151,69.798734
Bok choy,154,131,160,189.182314,5.779557,20.396246,68.866133
Bell peppers,148,105,157,190.75726,6.497646,24.75299,66.69631
Cauliflower,189,137,175,197.190314,5.813722,20.159137,67.439849
Cauliflower,189,139,176,204.379077,6.77953,19.80047,69.236769
Tomatoes,160,148,191,233.139834,5.502889,25.183965,67.37986
Zucchini,164,144,157,221.196668,6.1188,25.871865,61.86421
Brussels sprouts,186,166,195,212.293154,5.725575,17.67942,65.632541
Bell peppers,134,115,163,190.897714,6.863333,24.257251,66.979214
Broccoli,194,126,200,204.602963,6.331141,20.776925,64.179184
Carrots,124,102,110,178.303471,6.266703,15.422349,74.865035
Carrots,121,94,118,175.016631,6.473078,18.711616,76.822121
Radishes,111,82,114,159.76104,5.86598,22.375386,64.230896
Cucumbers,152,129,157,202.893979,5.629791,21.390379,67.991526
Tomatoes,177,155,195,222.766844,6.874907,23.843961,64.246347
Zucchini,164,148,152,225.925136,5.822619,21.399419,61.14302
Beans,151,127,138,201.734436,6.676957,20.300339,67.611981
Radishes,112,87,104,160.062312,6.93178,20.898484,63.056226
Brussels sprouts,181,169,197,215.803521,6.638582,19.62545,67.432154
Zucchini,178,133,163,233.744782,5.572184,22.988989,65.219106
Bell peppers,147,101,165,187.561785,6.320099,22.918665,64.958801
Bok choy,157,132,158,175.968397,6.807777,20.621032,66.152595
Spinach,147,137,165,209.073178,5.939598,19.220105,61.879247
Zucchini,162,150,167,222.524498,5.903626,22.130136,69.108473
Eggplant,142,123,133,217.26586,6.928682,24.014454,61.401435
Zucchini,162,134,155,221.194444,5.801427,20.345275,64.584495
Eggplant,150,118,149,212.949002,6.406353,25.396051,63.186566
Cabbage,214,157,214,183.434974,6.309182,16.184193,76.384636
Mustard greens,147,105,140,183.140678,6.449382,22.177874,60.598014
Cabbage,217,166,217,195.97274,6.927624,18.369817,74.300875
Cauliflower,178,150,164,206.778077,6.733118,22.935944,64.659815
Radishes,125,89,108,163.707163,6.883451,22.741406,61.583902
Peas,138,101,138,192.254296,6.98702,19.729953,60.550067
Carrots,130,106,106,170.455819,6.09646,18.254513,70.508573
Kale,142,107,139,210.655922,5.692859,16.957175,65.984114
Broccoli,199,129,190,215.104367,6.933251,19.438196,60.178893
Cauliflower,185,135,177,200.641235,5.746819,19.1759,65.149803
Carrots,126,92,113,177.294505,6.175358,16.110594,72.370626
Carrots,123,92,106,187.219052,6.06666,18.161219,71.70099
Zucchini,160,141,156,222.494102,5.638454,25.081127,60.499017
Cabbage,209,156,219,181.110583,6.778926,19.254825,72.075879
Cucumbers,163,129,141,213.845977,6.117131,24.450992,61.269365
Bok choy,153,131,156,178.438417,6.148915,20.482955,65.534568
Beans,146,110,142,208.832511,6.674221,19.951005,66.011493
Mustard greens,140,109,130,193.026448,5.850796,19.026225,65.030008
Celery,129,100,135,166.782999,6.891393,19.784969,79.520324
Mustard greens,141,104,136,185.215043,6.138895,23.166211,68.73915
Celery,130,106,146,169.717577,6.226799,15.051149,76.766989
Broccoli,200,126,182,216.1698,6.631467,21.759145,68.434492
Broccoli,191,133,182,202.024823,6.703656,18.967223,69.202558
Bok choy,168,126,154,185.805269,6.58684,18.995624,62.586406
Cucumbers,168,136,152,219.208413,5.797613,21.554499,60.744537
Broccoli,192,135,194,209.520548,6.24202,23.461736,62.446586
Carrots,134,109,117,171.945686,6.762153,19.481863,72.827296
Eggplant,146,119,132,206.918058,6.867567,23.89134,63.55432
Cabbage,206,150,200,192.681658,6.452399,19.078083,79.877159
Beans,149,122,137,204.504218,6.472845,23.610792,65.317109
Eggplant,153,127,134,215.803325,6.801547,21.866493,64.245461
Cabbage,212,157,219,194.540121,7.076444,17.815667,74.847504
Tomatoes,179,158,180,227.998443,5.719716,20.29362,67.494492
Cucumbers,166,126,154,210.004166,6.385924,20.531489,61.032011
Beans,141,116,138,209.904824,7.052518,23.735847,61.079343
Chinese cabbage,186,148,166,198.620157,6.508359,19.617557,66.294088
Carrots,129,95,116,178.319936,6.935401,19.466707,73.872988
Spinach,141,140,173,202.991602,6.340807,15.991496,64.955322
Cucumbers,160,139,150,202.091396,6.421251,24.774806,67.137165
Chinese cabbage,183,135,168,208.812733,6.201891,19.489272,63.677569
Bok choy,150,136,157,181.740534,6.35129,19.467684,66.741118
Zucchini,169,141,168,229.601293,6.66431,23.264606,63.91535
Tomatoes,160,141,200,222.299971,6.839429,22.722079,66.726683
Peas,150,118,132,189.977314,6.086919,18.678947,65.60469
Carrots,129,90,116,189.729671,7.105647,19.4228,79.777498
Radishes,119,92,111,150.857497,6.969058,22.76217,61.608479
Brussels sprouts,194,161,185,221.669315,5.757726,16.680489,61.14873
Bok choy,155,135,152,170.115604,6.223889,22.96184,61.130271
Eggplant,154,119,142,216.012419,6.757154,22.587425,63.65424
Broccoli,199,136,191,209.827547,6.659459,20.622497,69.655428
Mustard greens,139,104,127,199.088072,5.755838,20.265269,63.865599
Brussels sprouts,191,151,192,215.756931,5.632917,16.980246,69.519387
Broccoli,199,127,186,202.233677,6.325135,19.811959,60.842936
Broccoli,180,130,198,205.911326,6.40048,21.463005,66.389625
Peas,142,119,121,193.541556,5.666137,16.921054,67.883045
Tomatoes,166,159,187,229.043255,6.762316,21.154891,63.790154
Carrots,128,103,108,182.583025,6.555077,17.107044,71.69794
Cabbage,210,164,211,196.8497,6.526553,19.042294,77.991771
Spinach,148,138,164,205.574823,6.960305,15.152324,62.690757
Cauliflower,187,131,166,194.470644,5.564561,19.08557,64.526824
Carrots,124,93,108,186.655365,6.790017,19.88876,72.92482
Brussels sprouts,182,155,187,210.128879,6.844509,18.486025,65.829123
Carrots,138,95,106,180.049034,6.197874,17.627913,79.732048
Kale,156,106,139,202.841226,6.166999,16.144838,61.148212
Chinese cabbage,190,147,173,202.977945,5.670084,18.511283,60.890812
Bok choy,168,123,148,177.666759,5.876273,19.604548,61.840154
Mustard greens,140,99,120,196.176208,5.778116,23.907004,62.409086
Carrots,130,90,105,185.75746,6.79025,18.620467,71.293768
Lettuce,174,107,174,214.195448,6.125026,20.951709,67.303623
Mustard greens,144,91,135,199.918546,5.509353,21.447751,61.904006
Lettuce,155,105,179,217.554233,6.320617,20.010006,66.43228
Cucumbers,152,126,142,214.898929,5.779193,23.473403,65.223794
Broccoli,185,139,197,209.940023,5.849612,21.672883,68.464203
Cucumbers,152,126,155,202.048128,5.676682,24.939099,65.180155
Zucchini,177,147,166,222.982859,6.977147,25.922062,68.953623
Peas,139,116,127,195.878054,6.7623,16.25698,60.97105
Zucchini,169,138,161,235.384029,6.005006,25.29909,67.214868
Eggplant,143,125,130,207.443366,6.443814,25.821977,66.450255
Radishes,116,98,108,162.526755,5.628278,20.750853,66.361762
Radishes,112,81,109,160.447149,6.317264,19.577727,61.379933
Cabbage,202,150,216,190.923764,6.242552,17.767365,71.616181
Spinach,149,134,167,206.727302,5.845979,15.825749,64.572593
Spinach,146,124,178,207.114547,5.802284,19.932176,68.202504
Peas,147,117,124,189.308096,5.853468,16.368372,63.980158
Eggplant,150,123,145,210.781133,7.021354,21.176462,69.416202
Brussels sprouts,194,157,181,211.437426,6.157177,19.199298,68.749661
Radishes,127,94,102,150.994286,5.562813,21.8122,69.258552
Mustard greens,133,98,127,197.212024,6.892969,19.287194,61.106201
Chinese cabbage,180,138,179,199.241901,6.488459,21.71889,63.003527
Spinach,151,138,161,192.754274,6.254314,19.973647,68.526459
Cauliflower,170,140,180,195.558254,6.960345,23.5144,62.006437
Tomatoes,166,140,196,237.54229,5.952202,22.705883,69.756808
Spinach,140,120,174,209.576597,6.402422,19.789828,61.903145
Lettuce,175,105,163,205.469953,5.587533,23.116244,66.063096
Cucumbers,154,130,157,203.277015,5.561766,24.474682,61.662493
Bok choy,160,125,142,179.852834,6.96862,21.878759,65.231308
Chinese cabbage,172,149,162,200.7915,6.205396,22.46715,67.54147
Brussels sprouts,191,150,182,218.117251,6.20855,19.916685,60.693079
Mustard greens,139,98,121,186.314995,5.654956,18.443798,65.202405
Beans,144,122,138,207.728001,6.12348,20.088867,68.358125
Radishes,124,94,102,153.010425,5.892778,22.524564,63.838391
Kale,146,103,150,214.577508,5.6746,17.801041,60.720252
Broccoli,185,138,186,214.608394,6.641156,19.399778,67.086041
Peas,146,112,121,180.963352,6.126948,17.393431,67.112217
Bell peppers,140,111,166,184.507581,6.641028,20.424469,67.626106
Carrots,125,102,119,183.562115,7.426205,19.463337,70.669306
Mustard greens,136,109,127,197.129652,5.711329,21.778093,62.575654
Tomatoes,180,152,195,229.420928,6.202106,20.564147,68.441281
Mustard greens,148,109,125,182.837316,6.34948,19.262438,68.59503
Carrots,122,101,120,170.133058,7.013963,16.668944,74.099645
Chinese cabbage,176,138,173,193.353683,6.645208,22.106854,69.330953
Bell peppers,142,109,167,183.148296,6.324404,23.553965,67.770112
Brussels sprouts,195,164,187,214.575812,6.23309,19.96613,62.39626
Brussels sprouts,183,156,187,217.959209,6.671275,16.507821,66.752455
Brussels sprouts,188,169,192,226.64012,6.760637,15.441928,62.787691
Brussels sprouts,186,154,194,228.087793,6.512397,19.263968,65.507641
Carrots,132,101,108,188.147453,6.900523,16.151955,75.570627
Cabbage,219,167,210,182.301155,6.115654,15.796044,73.273881
Chinese cabbage,173,136,172,208.933683,6.570001,19.821524,65.379221
Cauliflower,177,148,165,192.449981,6.656283,18.201176,60.902845
Cauliflower,175,137,174,193.369888,6.625039,23.196269,67.116474
Brussels sprouts,195,153,185,222.425853,6.870323,15.57763,69.514211
Mustard greens,147,91,124,195.084118,6.082538,20.586827,62.259773
Beans,145,124,132,203.00272,6.437069,18.670431,65.249881
Lettuce,174,119,175,200.697921,5.701055,22.592931,68.393185
Kale,150,104,145,204.954004,6.033503,19.763373,67.033343
Cabbage,213,169,201,180.213446,6.028964,19.705309,71.780582
Bell peppers,138,104,155,187.12324,5.706253,23.634327,63.520404
Radishes,130,90,118,153.50689,5.65785,21.815462,63.591691
Chinese cabbage,186,140,170,192.388311,6.540144,21.085138,60.312318
Carrots,138,93,119,175.082133,6.365437,17.267969,73.657779
Peas,133,103,131,184.648026,6.733793,17.568565,68.273133
Cauliflower,173,130,176,209.378712,6.000731,20.422049,65.043021
Cauliflower,185,142,162,202.276458,5.699017,23.432698,65.391154
Mustard greens,140,95,128,182.663769,6.435373,23.037125,63.760619
Chinese cabbage,184,137,169,199.37895,5.98969,19.078273,61.066094
Mustard greens,149,105,124,193.862586,6.367246,18.366848,60.089077
Spinach,142,137,170,201.533211,6.218057,16.235957,69.139307
Radishes,120,96,115,160.984472,5.677707,18.79718,66.074529
Bell peppers,149,110,170,198.417745,5.549421,25.033883,68.946274
Cabbage,210,153,215,192.451337,6.349962,17.982162,76.364027
Zucchini,169,136,160,233.666686,6.107281,25.092933,65.933735
Cucumbers,160,124,147,207.61516,5.513823,22.778905,66.376442
Brussels sprouts,190,158,200,211.901281,5.531569,15.469593,65.582067
Carrots,120,93,110,178.678825,6.847514,16.795549,79.603025
Peas,139,103,138,194.923205,6.143075,15.088581,63.480343
Lettuce,161,115,177,216.736882,5.559007,23.804032,60.937564
Beans,155,113,138,205.605779,6.942269,22.156274,62.637829
Zucchini,161,143,161,232.934488,6.479606,22.764217,65.875317
Cabbage,214,165,217,199.839222,7.137977,18.69994,72.164403
Celery,130,112,140,162.2346,7.132407,18.309602,71.311398
Cauliflower,178,138,161,205.833647,6.691628,18.514968,68.946959
Peas,141,105,138,191.628638,6.101839,19.71903,61.829613
Bok choy,158,133,151,186.755855,6.739619,23.048538,65.975159
Cucumbers,165,121,156,210.43842,6.681499,20.419575,67.129345
Carrots,129,106,109,178.579137,6.560081,17.844216,76.923475
Spinach,153,131,170,201.061078,6.411671,16.74972,68.782471
Cauliflower,172,135,160,205.486019,5.69142,22.457599,67.203236
Bell peppers,147,110,155,185.707381,6.187975,25.040733,64.291145
Tomatoes,176,142,193,220.71361,6.417989,20.370154,61.355582
Cabbage,211,153,212,186.263356,6.629926,16.45047,73.487253
Radishes,113,83,113,167.208802,6.981141,23.090332,67.707173
Eggplant,155,126,143,216.529055,6.524824,22.085744,67.184557
Brussels sprouts,191,168,190,220.827722,5.534975,19.734602,66.148009
Broccoli,187,139,182,215.118181,6.399417,19.404465,68.495383
Celery,136,103,136,160.63851,7.320449,17.25092,72.343673
Carrots,138,107,115,179.725159,6.7918,17.594728,72.072784
Bell peppers,145,105,159,188.955088,6.351758,20.72719,68.592949
Zucchini,180,149,151,226.801016,6.437533,20.622381,60.930356
Eggplant,145,115,146,209.520366,7.443804,21.255271,66.462511
Bok choy,163,138,147,175.551955,5.52146,22.702208,63.006794
Brussels sprouts,180,159,181,212.635658,6.483461,17.242775,62.509859
Broccoli,182,125,192,201.163855,6.724335,19.517044,60.245034
Cauliflower,176,132,165,205.629191,5.656126,20.025594,63.85597
Cucumbers,150,121,142,205.790423,5.980778,25.15063,64.025352
Celery,140,112,137,168.185596,6.541276,17.476263,71.133079
Brussels sprouts,189,160,183,216.161355,6.464687,17.155968,66.507504
Zucchini,179,139,161,228.331506,5.949947,24.154388,63.031376
Zucchini,161,138,167,239.918087,6.292493,22.212905,68.790445
Broccoli,199,121,191,206.909677,5.685629,22.549369,63.23229
Cabbage,205,166,216,190.850511,7.099646,17.018785,77.189725
Mustard greens,137,94,137,180.869635,6.922766,19.827484,63.137559
Celery,139,105,134,175.235349,7.071337,15.933797,72.922964
Cauliflower,179,141,167,209.539191,6.068851,22.899523,69.661375
Carrots,136,94,102,185.623991,6.976933,16.221093,73.123625
Carrots,129,93,114,185.090991,6.375478,17.129527,72.04805
Kale,146,115,147,214.221374,6.270517,19.537031,68.839465
Mustard greens,134,93,128,198.599961,6.930395,19.56891,60.935182
Peas,145,110,136,183.311009,5.561807,15.472914,63.907678
Broccoli,188,130,184,211.464127,6.326187,20.537779,62.165059
